,time_elapsed,rt,subject,concept_group,filename,evalAttrUncs,img_id
112,2388893.0,7547.199999999255,q030yw3hqzg1sp4,forehead color,082.Ringed_Kingfisher/Ringed_Kingfisher_0073_73118.jpg,"[{'label': 'Blue', 'x': 0, 'y': 91}]",4766
114,2400677.0,11781.300000000743,q030yw3hqzg1sp4,upper tail color,082.Ringed_Kingfisher/Ringed_Kingfisher_0073_73118.jpg,"[{'label': 'Black', 'x': 0, 'y': 73}, {'label': 'White', 'x': 1, 'y': 69}]",4766
116,2425551.0,24871.5,q030yw3hqzg1sp4,wing shape,082.Ringed_Kingfisher/Ringed_Kingfisher_0073_73118.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 87}]",4766
6,143236.0,17348.10000014305,enre0cwgm4taoz8,wing shape,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Tapered-wings', 'x': 0, 'y': 89}]",7354
8,183702.0,40462.29999995232,enre0cwgm4taoz8,breast color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 22}, {'label': 'Grey', 'x': 1, 'y': 24}, {'label': 'White', 'x': 2, 'y': 16}]",7354
10,201943.0,18237.200000047684,enre0cwgm4taoz8,tail pattern,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 87}, {'label': 'Striped', 'x': 1, 'y': 87}]",7354
12,211322.0,9372.599999904633,enre0cwgm4taoz8,nape color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'White', 'x': 0, 'y': 88}]",7354
14,220441.0,9114.200000047684,enre0cwgm4taoz8,underparts color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 86}]",7354
16,235130.0,14681.299999952316,enre0cwgm4taoz8,belly color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 85}]",7354
18,244640.0,9505.099999904633,enre0cwgm4taoz8,upper tail color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 69}]",7354
20,258186.0,13541.900000095367,enre0cwgm4taoz8,size,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Small (5 - 9 in)', 'x': 0, 'y': 87}]",7354
22,270150.0,11957.799999952316,enre0cwgm4taoz8,breast pattern,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 85}]",7354
24,284829.0,14673.599999904633,enre0cwgm4taoz8,back color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 57}]",7354
26,451976.0,167140.10000014305,enre0cwgm4taoz8,crown color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 86}, {'label': 'Yellow', 'x': 1, 'y': 11}]",7354
28,485626.0,33645.200000047684,enre0cwgm4taoz8,bill color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Black', 'x': 0, 'y': 65}, {'label': 'White', 'x': 1, 'y': 75}]",7354
30,506832.0,21199.79999995232,enre0cwgm4taoz8,throat color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Grey', 'x': 0, 'y': 82}, {'label': 'White', 'x': 1, 'y': 79}]",7354
32,521520.0,14683.799999952316,enre0cwgm4taoz8,tail shape,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 84}, {'label': 'Squared tail', 'x': 1, 'y': 50}]",7354
34,538025.0,16500.700000047684,enre0cwgm4taoz8,under tail color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 16}]",7354
36,547139.0,9108.799999952316,enre0cwgm4taoz8,forehead color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Black', 'x': 0, 'y': 86}]",7354
38,566641.0,19497.199999809265,enre0cwgm4taoz8,upperparts color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 86}]",7354
40,605968.0,39323.5,enre0cwgm4taoz8,bill shape,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Dagger', 'x': 0, 'y': 77}]",7354
42,613762.0,7790.699999809265,enre0cwgm4taoz8,wing pattern,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 98}]",7354
44,621419.0,7652.699999809265,enre0cwgm4taoz8,leg color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 95}]",7354
46,631214.0,9790.799999952316,enre0cwgm4taoz8,bill length,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 93}]",7354
48,657847.0,26628.700000047684,enre0cwgm4taoz8,belly pattern,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 86}]",7354
50,682772.0,24921.5,enre0cwgm4taoz8,head pattern,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Masked', 'x': 0, 'y': 16}]",7354
52,702611.0,19833.79999995232,enre0cwgm4taoz8,wing color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 89}]",7354
54,711443.0,8828.0,enre0cwgm4taoz8,back pattern,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 94}]",7354
56,724686.0,13238.400000095367,enre0cwgm4taoz8,eye color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Black', 'x': 0, 'y': 97}]",7354
58,751488.0,26797.0,enre0cwgm4taoz8,shape,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Perching-like', 'x': 0, 'y': 64}]",7354
60,760326.0,8832.899999856949,enre0cwgm4taoz8,primary color,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0009_796940.jpg,"[{'label': 'Brown', 'x': 0, 'y': 91}]",7354
62,783572.0,23242.400000095367,enre0cwgm4taoz8,bill shape,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Curved (up or down)', 'x': 0, 'y': 75}, {'label': 'Hooked seabird', 'x': 1, 'y': 89}]",2547
64,793844.0,10266.799999952316,enre0cwgm4taoz8,belly color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Grey', 'x': 0, 'y': 18}, {'label': 'White', 'x': 1, 'y': 88}]",2547
66,800726.0,6877.599999904633,enre0cwgm4taoz8,belly pattern,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Solid', 'x': 0, 'y': 78}]",2547
68,825575.0,24844.700000047684,enre0cwgm4taoz8,underparts color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Brown', 'x': 0, 'y': 24}, {'label': 'White', 'x': 1, 'y': 92}]",2547
70,834903.0,9319.599999904633,enre0cwgm4taoz8,breast color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'White', 'x': 0, 'y': 94}]",2547
72,855407.0,20500.400000095367,enre0cwgm4taoz8,wing color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Grey', 'x': 0, 'y': 88}]",2547
74,863532.0,8121.5,enre0cwgm4taoz8,tail pattern,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Solid', 'x': 0, 'y': 92}]",2547
76,872135.0,8597.100000143051,enre0cwgm4taoz8,crown color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'White', 'x': 0, 'y': 100}]",2547
78,878863.0,6723.5,enre0cwgm4taoz8,under tail color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Grey', 'x': 0, 'y': 74}]",2547
80,897061.0,18194.60000014305,enre0cwgm4taoz8,primary color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Brown', 'x': 0, 'y': 24}, {'label': 'White', 'x': 1, 'y': 82}]",2547
82,903624.0,6558.899999856949,enre0cwgm4taoz8,throat color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'White', 'x': 0, 'y': 94}]",2547
84,925637.0,22007.400000095367,enre0cwgm4taoz8,head pattern,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Crested', 'x': 0, 'y': 23}, {'label': 'Plain', 'x': 1, 'y': 88}]",2547
86,947672.0,22031.400000095367,enre0cwgm4taoz8,bill length,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'About the same as head', 'x': 0, 'y': 64}, {'label': 'Shorter than head', 'x': 1, 'y': 83}]",2547
88,965864.0,18188.400000095367,enre0cwgm4taoz8,shape,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Duck-like', 'x': 0, 'y': 87}, {'label': 'Gull-like', 'x': 1, 'y': 88}]",2547
90,991654.0,25783.89999985695,enre0cwgm4taoz8,size,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Small (5 - 9 in)', 'x': 0, 'y': 25}, {'label': 'Medium (9 - 16 in)', 'x': 1, 'y': 82}]",2547
92,998348.0,6687.599999904633,enre0cwgm4taoz8,forehead color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'White', 'x': 0, 'y': 94}]",2547
94,1005588.0,7236.099999904633,enre0cwgm4taoz8,eye color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Black', 'x': 0, 'y': 97}]",2547
96,1033854.0,28260.900000095367,enre0cwgm4taoz8,bill color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Grey', 'x': 0, 'y': 78}, {'label': 'Orange', 'x': 1, 'y': 83}]",2547
98,1042154.0,8296.400000095367,enre0cwgm4taoz8,upper tail color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Brown', 'x': 0, 'y': 89}]",2547
100,1063621.0,21463.599999904636,enre0cwgm4taoz8,wing shape,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Rounded-wings', 'x': 0, 'y': 18}]",2547
102,1072411.0,8784.299999952316,enre0cwgm4taoz8,nape color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'White', 'x': 0, 'y': 89}]",2547
104,1080725.0,8308.5,enre0cwgm4taoz8,wing pattern,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 94}]",2547
106,1088355.0,7624.599999904633,enre0cwgm4taoz8,back pattern,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 84}]",2547
108,1095957.0,7595.0,enre0cwgm4taoz8,upperparts color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'White', 'x': 0, 'y': 60}]",2547
110,1108745.0,12781.699999809263,enre0cwgm4taoz8,leg color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Brown', 'x': 0, 'y': 69}, {'label': 'Orange', 'x': 1, 'y': 21}]",2547
112,1125445.0,16638.700000047684,enre0cwgm4taoz8,breast pattern,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Solid', 'x': 0, 'y': 90}]",2547
114,1136272.0,10821.5,enre0cwgm4taoz8,back color,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Brown', 'x': 0, 'y': 90}]",2547
116,1147241.0,10965.600000143051,enre0cwgm4taoz8,tail shape,045.Northern_Fulmar/Northern_Fulmar_0091_44120.jpg,"[{'label': 'Pointed tail', 'x': 0, 'y': 81}]",2547
6,76566.0,18253.0,6225owu8wecqkac,bill length,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'About the same as head', 'x': 0, 'y': 90}]",11648
8,103582.0,27015.0,6225owu8wecqkac,upper tail color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 80}, {'label': 'Rufous', 'x': 1, 'y': 30}]",11648
10,114685.0,11102.0,6225owu8wecqkac,eye color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 98}]",11648
12,126117.0,11430.0,6225owu8wecqkac,throat color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 100}]",11648
14,136238.0,10118.0,6225owu8wecqkac,under tail color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 99}]",11648
16,186446.0,50207.0,6225owu8wecqkac,back color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 90}]",11648
18,194190.0,7742.0,6225owu8wecqkac,upperparts color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 93}]",11648
20,199694.0,5503.0,6225owu8wecqkac,breast color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 82}]",11648
22,215646.0,15950.0,6225owu8wecqkac,size,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Small (5 - 9 in)', 'x': 0, 'y': 90}]",11648
24,234638.0,18991.0,6225owu8wecqkac,breast pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Solid', 'x': 0, 'y': 39}, {'label': 'Spotted', 'x': 1, 'y': 91}]",11648
26,241462.0,6823.0,6225owu8wecqkac,forehead color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 82}]",11648
28,249046.0,7583.0,6225owu8wecqkac,nape color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 80}]",11648
30,266966.0,17919.0,6225owu8wecqkac,tail shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Fan-shaped tail', 'x': 0, 'y': 79}]",11648
32,282094.0,15127.0,6225owu8wecqkac,bill shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Dagger', 'x': 0, 'y': 80}]",11648
34,286502.0,4407.0,6225owu8wecqkac,belly color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 82}]",11648
36,293910.0,7406.0,6225owu8wecqkac,belly pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Solid', 'x': 0, 'y': 89}]",11648
38,305007.0,11094.0,6225owu8wecqkac,primary color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 76}, {'label': 'Buff', 'x': 1, 'y': 33}]",11648
40,312023.0,7014.0,6225owu8wecqkac,underparts color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Buff', 'x': 0, 'y': 80}]",11648
42,321375.0,9351.0,6225owu8wecqkac,wing color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 81}]",11648
44,335823.0,14446.0,6225owu8wecqkac,wing shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Rounded-wings', 'x': 0, 'y': 69}]",11648
46,342327.0,6502.0,6225owu8wecqkac,crown color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 93}]",11648
48,347127.0,4798.0,6225owu8wecqkac,leg color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Black', 'x': 0, 'y': 80}]",11648
50,357918.0,10791.0,6225owu8wecqkac,bill color,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Brown', 'x': 0, 'y': 78}]",11648
52,368166.0,10247.0,6225owu8wecqkac,tail pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Striped', 'x': 0, 'y': 77}]",11648
54,382406.0,14239.0,6225owu8wecqkac,head pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Capped', 'x': 0, 'y': 32}]",11648
56,405838.0,23429.0,6225owu8wecqkac,shape,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Swallow-like', 'x': 0, 'y': 69}, {'label': 'Upland-ground-like', 'x': 1, 'y': 48}]",11648
58,414798.0,8959.0,6225owu8wecqkac,back pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Spotted', 'x': 0, 'y': 73}]",11648
60,423198.0,8398.0,6225owu8wecqkac,wing pattern,198.Rock_Wren/Rock_Wren_0109_189094.jpg,"[{'label': 'Solid', 'x': 0, 'y': 75}, {'label': 'Spotted', 'x': 1, 'y': 50}]",11648
62,435390.0,12191.0,6225owu8wecqkac,bill shape,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Cone', 'x': 0, 'y': 88}]",3076
64,443486.0,8095.0,6225owu8wecqkac,tail shape,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Forked tail', 'x': 0, 'y': 73}]",3076
66,465078.0,21590.0,6225owu8wecqkac,back pattern,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 65}]",3076
68,488142.0,23063.0,6225owu8wecqkac,wing pattern,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 87}]",3076
70,495895.0,7751.0,6225owu8wecqkac,bill length,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Shorter than head', 'x': 0, 'y': 79}]",3076
72,505790.0,9895.0,6225owu8wecqkac,throat color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Black', 'x': 0, 'y': 76}, {'label': 'Blue', 'x': 1, 'y': 57}]",3076
74,526991.0,21198.0,6225owu8wecqkac,back color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Black', 'x': 0, 'y': 66}, {'label': 'Blue', 'x': 1, 'y': 59}]",3076
76,534422.0,7431.0,6225owu8wecqkac,belly pattern,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 70}]",3076
78,543174.0,8750.0,6225owu8wecqkac,upper tail color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 73}]",3076
80,553766.0,10591.0,6225owu8wecqkac,shape,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Tree-clinging-like', 'x': 0, 'y': 94}]",3076
82,560374.0,6606.0,6225owu8wecqkac,nape color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 82}]",3076
84,570150.0,9774.0,6225owu8wecqkac,leg color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Orange', 'x': 0, 'y': 80}]",3076
86,582582.0,12430.0,6225owu8wecqkac,wing color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Black', 'x': 0, 'y': 100}, {'label': 'Blue', 'x': 1, 'y': 83}, {'label': 'Orange', 'x': 2, 'y': 90}]",3076
88,591438.0,8855.0,6225owu8wecqkac,eye color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Black', 'x': 0, 'y': 94}]",3076
90,595974.0,4534.0,6225owu8wecqkac,tail pattern,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 68}]",3076
92,603582.0,7606.0,6225owu8wecqkac,head pattern,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Eyeline', 'x': 0, 'y': 78}]",3076
94,608599.0,5016.0,6225owu8wecqkac,bill color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Grey', 'x': 0, 'y': 88}]",3076
96,612630.0,4030.0,6225owu8wecqkac,forehead color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 100}]",3076
98,618558.0,5927.0,6225owu8wecqkac,breast color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 85}]",3076
100,623382.0,4824.0,6225owu8wecqkac,primary color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 76}]",3076
102,629414.0,6030.0,6225owu8wecqkac,belly color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Black', 'x': 0, 'y': 29}, {'label': 'Blue', 'x': 1, 'y': 84}]",3076
104,634798.0,5383.0,6225owu8wecqkac,underparts color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 96}]",3076
106,639622.0,4822.0,6225owu8wecqkac,crown color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 92}]",3076
108,646566.0,6943.0,6225owu8wecqkac,breast pattern,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Solid', 'x': 0, 'y': 94}]",3076
110,651902.0,5335.0,6225owu8wecqkac,wing shape,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Pointed-wings', 'x': 0, 'y': 92}]",3076
112,655334.0,3431.0,6225owu8wecqkac,size,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Medium (9 - 16 in)', 'x': 0, 'y': 85}]",3076
114,661046.0,5711.0,6225owu8wecqkac,under tail color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Black', 'x': 0, 'y': 75}]",3076
116,667822.0,6775.0,6225owu8wecqkac,upperparts color,054.Blue_Grosbeak/Blue_Grosbeak_0025_36646.jpg,"[{'label': 'Blue', 'x': 0, 'y': 80}]",3076
6,150095.0,51897.599999997765,49c4xeby3381x8u,underparts color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Brown', 'x': 0, 'y': 87}, {'label': 'Grey', 'x': 1, 'y': 45}]",5049
8,173590.0,23491.900000002235,49c4xeby3381x8u,wing shape,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Rounded-wings', 'x': 0, 'y': 61}, {'label': 'Tapered-wings', 'x': 1, 'y': 54}]",5049
10,198501.0,24906.39999999851,49c4xeby3381x8u,leg color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Orange', 'x': 0, 'y': 71}, {'label': 'Yellow', 'x': 1, 'y': 71}]",5049
12,221771.0,23266.800000000745,49c4xeby3381x8u,upper tail color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Black', 'x': 0, 'y': 70}, {'label': 'Brown', 'x': 1, 'y': 70}, {'label': 'White', 'x': 2, 'y': 87}]",5049
14,256081.0,34307.400000002235,49c4xeby3381x8u,bill color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Yellow', 'x': 0, 'y': 98}]",5049
16,268734.0,12649.400000002235,49c4xeby3381x8u,throat color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Pink', 'x': 0, 'y': 94}]",5049
18,279015.0,10277.60000000149,49c4xeby3381x8u,forehead color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Green', 'x': 0, 'y': 98}]",5049
20,307380.0,28362.800000000745,49c4xeby3381x8u,eye color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Black', 'x': 0, 'y': 96}, {'label': 'Brown', 'x': 1, 'y': 81}]",5049
22,329580.0,22196.29999999702,49c4xeby3381x8u,back color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Black', 'x': 0, 'y': 38}, {'label': 'Brown', 'x': 1, 'y': 92}, {'label': 'White', 'x': 2, 'y': 95}]",5049
24,350050.0,20467.10000000149,49c4xeby3381x8u,breast pattern,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 89}, {'label': 'Spotted', 'x': 1, 'y': 30}]",5049
26,364890.0,14837.10000000149,49c4xeby3381x8u,size,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Medium (9 - 16 in)', 'x': 0, 'y': 89}]",5049
28,386352.0,21457.19999999925,49c4xeby3381x8u,tail pattern,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 92}, {'label': 'Solid', 'x': 1, 'y': 69}, {'label': 'Striped', 'x': 2, 'y': 39}]",5049
30,403759.0,17403.5,49c4xeby3381x8u,shape,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Duck-like', 'x': 0, 'y': 88}]",5049
32,432053.0,28289.300000000745,49c4xeby3381x8u,primary color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Brown', 'x': 0, 'y': 69}, {'label': 'Green', 'x': 1, 'y': 34}, {'label': 'White', 'x': 2, 'y': 94}]",5049
34,442084.0,10028.0,49c4xeby3381x8u,wing color,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'White', 'x': 0, 'y': 93}]",5049
36,456122.0,14035.099999997765,49c4xeby3381x8u,back pattern,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Multi-colored', 'x': 0, 'y': 90}, {'label': 'Striped', 'x': 1, 'y': 72}]",5049
38,509127.0,53000.800000000745,49c4xeby3381x8u,tail shape,087.Mallard/Mallard_0048_76995.jpg,"[{'label': 'Pointed tail', 'x': 0, 'y': 95}]",5049
